,grid1,grid2,category,action
2883,22,43,different_grid,none
2884,14,39,different_grid,none
2885,46,28,different_grid,none
2886,38,24,different_grid,none
2887,57,37,different_grid,none
2888,49,33,different_grid,none
2889,15,40,different_grid,none
2890,7,36,different_grid,none
2891,26,49,different_grid,none
2892,18,45,different_grid,none
2893,42,30,different_grid,none
2894,8,37,different_grid,none
2895,0,33,different_grid,none
2896,41,34,different_grid,none
2897,60,47,different_grid,none
2898,11,42,different_grid,none
2899,52,43,different_grid,none
2900,44,39,different_grid,none
2901,10,46,different_grid,none
2902,34,31,different_grid,none
2903,53,44,different_grid,none
2904,45,40,different_grid,none
2905,37,36,different_grid,none
2906,56,49,different_grid,none
2907,3,43,different_grid,none
2908,22,56,different_grid,none
2909,14,52,different_grid,none
2910,38,37,different_grid,none
2911,7,49,different_grid,none
2912,48,50,different_grid,none
2913,40,46,different_grid,none
2914,6,53,different_grid,none
2915,39,1,different_grid,none
2916,41,47,different_grid,none
2917,52,56,different_grid,none
2918,25,39,different_grid,none
2919,44,52,different_grid,none
2920,10,59,different_grid,none
2921,2,55,different_grid,none
2922,34,44,different_grid,none
2923,26,3,different_grid,none
2924,37,49,different_grid,none
2925,3,56,different_grid,none
2926,36,53,different_grid,none
2927,47,62,different_grid,none
2928,27,4,different_grid,none
2929,19,0,different_grid,none
2930,30,9,different_grid,none
2931,63,43,different_grid,none
2932,29,50,different_grid,none
2933,48,63,different_grid,none
2934,21,46,different_grid,none
2935,40,59,different_grid,none
2936,56,3,different_grid,none
2937,22,10,different_grid,none
2938,33,56,different_grid,none
2939,25,52,different_grid,none
2940,32,60,different_grid,none
2941,57,4,different_grid,none
2942,49,0,different_grid,none
2943,15,7,different_grid,none
2944,7,3,different_grid,none
2945,26,16,different_grid,none
2946,18,12,different_grid,none
2947,59,50,different_grid,none
2948,17,53,different_grid,none
2949,9,49,different_grid,none
2950,28,62,different_grid,none
2951,8,4,different_grid,none
2952,41,1,different_grid,none
2953,60,14,different_grid,none
2954,11,9,different_grid,none
2955,52,10,different_grid,none
2956,63,56,different_grid,none
2957,29,63,different_grid,none
2958,21,59,different_grid,none
2959,62,60,different_grid,none
2960,53,11,different_grid,none
2961,45,7,different_grid,none
2962,37,3,different_grid,none
2963,56,16,different_grid,none
2964,3,10,different_grid,none
2965,22,23,different_grid,none
2966,14,19,different_grid,none
2967,13,60,different_grid,none
2968,38,4,different_grid,none
2969,7,16,different_grid,none
2970,48,17,different_grid,none
2971,59,63,different_grid,none
2972,9,62,different_grid,none
2973,41,14,different_grid,none
2974,60,27,different_grid,none
2975,33,10,different_grid,none
2976,52,23,different_grid,none
2977,25,6,different_grid,none
2978,44,19,different_grid,none
2979,10,26,different_grid,none
2980,2,22,different_grid,none
2981,34,11,different_grid,none
2982,37,16,different_grid,none
2983,3,23,different_grid,none
2984,14,32,different_grid,none
2985,55,33,different_grid,none
2986,47,29,different_grid,none
2987,63,10,different_grid,none
2988,29,17,different_grid,none
2989,48,30,different_grid,none
2990,21,13,different_grid,none
2991,40,26,different_grid,none
2992,6,33,different_grid,none
2993,33,23,different_grid,none
2994,25,19,different_grid,none
2995,10,39,different_grid,none
2996,51,40,different_grid,none
2997,2,35,different_grid,none
2998,43,36,different_grid,none
2999,59,17,different_grid,none
3000,17,20,different_grid,none
3001,36,33,different_grid,none
3002,55,46,different_grid,none
3003,28,29,different_grid,none
3004,47,42,different_grid,none
3005,5,45,different_grid,none
3006,63,23,different_grid,none
3007,29,30,different_grid,none
3008,21,26,different_grid,none
3009,62,27,different_grid,none
3010,6,46,different_grid,none
3011,39,43,different_grid,none
3012,13,27,different_grid,none
3013,32,40,different_grid,none
3014,51,53,different_grid,none
3015,24,36,different_grid,none
3016,43,49,different_grid,none
3017,16,32,different_grid,none
3018,35,45,different_grid,none
3019,1,52,different_grid,none
3020,59,30,different_grid,none
3021,17,33,different_grid,none
3022,9,29,different_grid,none
3023,28,42,different_grid,none
3024,5,58,different_grid,none
3025,62,40,different_grid,none
3026,54,36,different_grid,none
3027,20,43,different_grid,none
3028,39,56,different_grid,none
3029,12,39,different_grid,none
3030,31,52,different_grid,none
3031,23,48,different_grid,none
3032,55,0,different_grid,none
3033,13,40,different_grid,none
3034,24,49,different_grid,none
3035,16,45,different_grid,none
3036,35,58,different_grid,none
3037,6,0,different_grid,none
3038,58,47,different_grid,none
3039,50,43,different_grid,none
3040,42,39,different_grid,none
3041,61,52,different_grid,none
3042,8,46,different_grid,none
3043,27,59,different_grid,none
3044,19,55,different_grid,none
3045,11,51,different_grid,none
3046,10,6,different_grid,none
3047,51,7,different_grid,none
3048,43,3,different_grid,none
3049,54,49,different_grid,none
3050,20,56,different_grid,none
3051,12,52,different_grid,none
3052,4,48,different_grid,none
3053,23,61,different_grid,none
3054,36,0,different_grid,none
3055,55,13,different_grid,none
3056,47,9,different_grid,none
3057,5,12,different_grid,none
3058,46,50,different_grid,none
3059,38,46,different_grid,none
3060,57,59,different_grid,none
3061,15,62,different_grid,none
3062,7,58,different_grid,none
3063,40,6,different_grid,none
3064,6,13,different_grid,none
3065,39,10,different_grid,none
3066,50,56,different_grid,none
3067,42,52,different_grid,none
3068,8,59,different_grid,none
3069,0,55,different_grid,none
3070,32,7,different_grid,none
3071,51,20,different_grid,none
3072,24,3,different_grid,none
3073,43,16,different_grid,none
3074,35,12,different_grid,none
3075,1,19,different_grid,none
3076,34,53,different_grid,none
3077,4,61,different_grid,none
3078,37,58,different_grid,none
3079,17,0,different_grid,none
3080,36,13,different_grid,none
3081,28,9,different_grid,none
3082,5,25,different_grid,none
3083,46,63,different_grid,none
3084,38,59,different_grid,none
3085,62,7,different_grid,none
3086,54,3,different_grid,none
3087,20,10,different_grid,none
3088,39,23,different_grid,none
3089,12,6,different_grid,none
3090,31,19,different_grid,none
3091,23,15,different_grid,none
3092,13,7,different_grid,none
3093,32,20,different_grid,none
3094,24,16,different_grid,none
3095,16,12,different_grid,none
3096,35,25,different_grid,none
3097,1,32,different_grid,none
3098,58,14,different_grid,none
3099,50,10,different_grid,none
3100,42,6,different_grid,none
3101,61,19,different_grid,none
3102,8,13,different_grid,none
3103,27,26,different_grid,none
3104,19,22,different_grid,none
3105,11,18,different_grid,none
3106,30,31,different_grid,none
3107,62,20,different_grid,none
3108,54,16,different_grid,none
3109,20,23,different_grid,none
3110,12,19,different_grid,none
3111,31,32,different_grid,none
3112,4,15,different_grid,none
3113,23,28,different_grid,none
3114,46,17,different_grid,none
3115,38,13,different_grid,none
3116,57,26,different_grid,none
3117,49,22,different_grid,none
3118,15,29,different_grid,none
3119,7,25,different_grid,none
3120,26,38,different_grid,none
3121,18,34,different_grid,none
3122,58,27,different_grid,none
3123,50,23,different_grid,none
3124,42,19,different_grid,none
3125,61,32,different_grid,none
3126,8,26,different_grid,none
3127,27,39,different_grid,none
3128,0,22,different_grid,none
3129,60,36,different_grid,none
3130,30,44,different_grid,none
3131,34,20,different_grid,none
3132,53,33,different_grid,none
3133,4,28,different_grid,none
3134,45,29,different_grid,none
3135,37,25,different_grid,none
3136,56,38,different_grid,none
3137,3,32,different_grid,none
3138,22,45,different_grid,none
3139,14,41,different_grid,none
3140,46,30,different_grid,none
3141,38,26,different_grid,none
3142,57,39,different_grid,none
3143,49,35,different_grid,none
3144,15,42,different_grid,none
3145,7,38,different_grid,none
3146,26,51,different_grid,none
3147,18,47,different_grid,none
3148,0,35,different_grid,none
3149,41,36,different_grid,none
3150,60,49,different_grid,none
3151,33,32,different_grid,none
3152,52,45,different_grid,none
3153,44,41,different_grid,none
3154,10,48,different_grid,none
3155,2,44,different_grid,none
3156,34,33,different_grid,none
3157,53,46,different_grid,none
3158,45,42,different_grid,none
3159,37,38,different_grid,none
3160,56,51,different_grid,none
3161,3,45,different_grid,none
3162,22,58,different_grid,none
3163,14,54,different_grid,none
3164,63,32,different_grid,none
3165,29,39,different_grid,none
3166,40,48,different_grid,none
3167,6,55,different_grid,none
3168,41,49,different_grid,none
3169,33,45,different_grid,none
3170,52,58,different_grid,none
3171,25,41,different_grid,none
3172,44,54,different_grid,none
3173,10,61,different_grid,none
3174,51,62,different_grid,none
3175,2,57,different_grid,none
3176,26,5,different_grid,none
3177,18,1,different_grid,none
3178,59,39,different_grid,none
3179,36,55,different_grid,none
3180,28,51,different_grid,none
3181,27,6,different_grid,none
3182,19,2,different_grid,none
3183,30,11,different_grid,none
3184,63,45,different_grid,none
3185,29,52,different_grid,none
3186,21,48,different_grid,none
3187,40,61,different_grid,none
3188,53,0,different_grid,none
3189,56,5,different_grid,none
3190,22,12,different_grid,none
3191,14,8,different_grid,none
3192,25,54,different_grid,none
3193,32,62,different_grid,none
3194,24,58,different_grid,none
3195,57,6,different_grid,none
3196,49,2,different_grid,none
3197,15,9,different_grid,none
3198,7,5,different_grid,none
3199,26,18,different_grid,none
3200,18,14,different_grid,none
3201,59,52,different_grid,none
3202,17,55,different_grid,none
3203,9,51,different_grid,none
3204,41,3,different_grid,none
3205,60,16,different_grid,none
3206,52,12,different_grid,none
3207,44,8,different_grid,none
3208,10,15,different_grid,none
3209,21,61,different_grid,none
3210,54,58,different_grid,none
3211,34,0,different_grid,none
3212,53,13,different_grid,none
3213,45,9,different_grid,none
3214,37,5,different_grid,none
3215,56,18,different_grid,none
3216,3,12,different_grid,none
3217,22,25,different_grid,none
3218,14,21,different_grid,none
3219,13,62,different_grid,none
3220,48,19,different_grid,none
3221,40,15,different_grid,none
3222,6,22,different_grid,none
3223,41,16,different_grid,none
3224,33,12,different_grid,none
3225,52,25,different_grid,none
3226,25,8,different_grid,none
3227,44,21,different_grid,none
3228,10,28,different_grid,none
3229,2,24,different_grid,none
3230,59,6,different_grid,none
3231,3,25,different_grid,none
3232,36,22,different_grid,none
3233,55,35,different_grid,none
3234,47,31,different_grid,none
3235,5,34,different_grid,none
3236,63,12,different_grid,none
3237,29,19,different_grid,none
3238,48,32,different_grid,none
3239,21,15,different_grid,none
3240,40,28,different_grid,none
3241,6,35,different_grid,none
3242,25,21,different_grid,none
3243,32,29,different_grid,none
3244,51,42,different_grid,none
3245,2,37,different_grid,none
3246,43,38,different_grid,none
3247,35,34,different_grid,none
3248,1,41,different_grid,none
3249,59,19,different_grid,none
3250,17,22,different_grid,none
3251,36,35,different_grid,none
3252,9,18,different_grid,none
3253,55,48,different_grid,none
3254,28,31,different_grid,none
3255,47,44,different_grid,none
3256,5,47,different_grid,none
3257,21,28,different_grid,none
3258,62,29,different_grid,none
3259,39,45,different_grid,none
3260,31,41,different_grid,none
3261,13,29,different_grid,none
3262,32,42,different_grid,none
3263,51,55,different_grid,none
3264,24,38,different_grid,none
3265,35,47,different_grid,none
3266,1,54,different_grid,none
3267,17,35,different_grid,none
3268,58,36,different_grid,none
3269,9,31,different_grid,none
3270,28,44,different_grid,none
3271,61,41,different_grid,none
3272,27,48,different_grid,none
3273,30,53,different_grid,none
3274,62,42,different_grid,none
3275,54,38,different_grid,none
3276,20,45,different_grid,none
3277,39,58,different_grid,none
3278,12,41,different_grid,none
3279,31,54,different_grid,none
3280,4,37,different_grid,none
3281,23,50,different_grid,none
3282,55,2,different_grid,none
3283,13,42,different_grid,none
3284,5,1,different_grid,none
3285,24,51,different_grid,none
3286,16,47,different_grid,none
3287,57,48,different_grid,none
3288,26,60,different_grid,none
3289,6,2,different_grid,none
3290,58,49,different_grid,none
3291,50,45,different_grid,none
3292,42,41,different_grid,none
3293,61,54,different_grid,none
3294,8,48,different_grid,none
3295,27,61,different_grid,none
3296,0,44,different_grid,none
3297,19,57,different_grid,none
3298,11,53,different_grid,none
3299,51,9,different_grid,none
3300,2,4,different_grid,none
3301,43,5,different_grid,none
3302,35,1,different_grid,none
3303,1,8,different_grid,none
3304,20,58,different_grid,none
3305,12,54,different_grid,none
3306,53,55,different_grid,none
3307,4,50,different_grid,none
3308,23,63,different_grid,none
3309,56,60,different_grid,none
3310,36,2,different_grid,none
3311,55,15,different_grid,none
3312,47,11,different_grid,none
3313,5,14,different_grid,none
3314,46,52,different_grid,none
3315,57,61,different_grid,none
3316,49,57,different_grid,none
3317,7,60,different_grid,none
3318,39,12,different_grid,none
3319,31,8,different_grid,none
3320,42,54,different_grid,none
3321,8,61,different_grid,none
3322,0,57,different_grid,none
3323,32,9,different_grid,none
3324,51,22,different_grid,none
3325,24,5,different_grid,none
3326,43,18,different_grid,none
3327,16,1,different_grid,none
3328,35,14,different_grid,none
3329,1,21,different_grid,none
3330,34,55,different_grid,none
3331,37,60,different_grid,none
3332,17,2,different_grid,none
3333,58,3,different_grid,none
3334,28,11,different_grid,none
3335,61,8,different_grid,none
3336,27,15,different_grid,none
3337,38,61,different_grid,none
3338,30,20,different_grid,none
3339,62,9,different_grid,none
3340,54,5,different_grid,none
3341,20,12,different_grid,none
3342,39,25,different_grid,none
3343,12,8,different_grid,none
3344,31,21,different_grid,none
3345,23,17,different_grid,none
3346,13,9,different_grid,none
3347,25,63,different_grid,none
3348,24,18,different_grid,none
3349,16,14,different_grid,none
3350,57,15,different_grid,none
3351,26,27,different_grid,none
3352,58,16,different_grid,none
3353,50,12,different_grid,none
3354,42,8,different_grid,none
3355,61,21,different_grid,none
3356,8,15,different_grid,none
3357,27,28,different_grid,none
3358,0,11,different_grid,none
3359,19,24,different_grid,none
3360,11,20,different_grid,none
3361,30,33,different_grid,none
3362,54,18,different_grid,none
3363,20,25,different_grid,none
3364,12,21,different_grid,none
3365,53,22,different_grid,none
3366,4,17,different_grid,none
3367,23,30,different_grid,none
3368,56,27,different_grid,none
3369,22,34,different_grid,none
3370,46,19,different_grid,none
3371,38,15,different_grid,none
3372,57,28,different_grid,none
3373,49,24,different_grid,none
3374,15,31,different_grid,none
3375,7,27,different_grid,none
3376,26,40,different_grid,none
3377,18,36,different_grid,none
3378,50,25,different_grid,none
3379,42,21,different_grid,none
3380,8,28,different_grid,none
3381,0,24,different_grid,none
3382,19,37,different_grid,none
3383,60,38,different_grid,none
3384,11,33,different_grid,none
3385,52,34,different_grid,none
3386,34,22,different_grid,none
3387,53,35,different_grid,none
3388,45,31,different_grid,none
3389,37,27,different_grid,none
3390,56,40,different_grid,none
3391,3,34,different_grid,none
3392,22,47,different_grid,none
3393,46,32,different_grid,none
3394,38,28,different_grid,none
3395,49,37,different_grid,none
3396,15,44,different_grid,none
3397,7,40,different_grid,none
3398,48,41,different_grid,none
3399,41,38,different_grid,none
3400,60,51,different_grid,none
3401,33,34,different_grid,none
3402,52,47,different_grid,none
3403,25,30,different_grid,none
3404,44,43,different_grid,none
3405,10,50,different_grid,none
3406,2,46,different_grid,none
3407,34,35,different_grid,none
3408,45,44,different_grid,none
3409,37,40,different_grid,none
3410,3,47,different_grid,none
3411,14,56,different_grid,none
3412,55,57,different_grid,none
3413,47,53,different_grid,none
3414,30,0,different_grid,none
3415,63,34,different_grid,none
3416,29,41,different_grid,none
3417,48,54,different_grid,none
3418,21,37,different_grid,none
3419,40,50,different_grid,none
3420,6,57,different_grid,none
3421,33,47,different_grid,none
3422,25,43,different_grid,none
3423,10,63,different_grid,none
3424,2,59,different_grid,none
3425,43,60,different_grid,none
3426,26,7,different_grid,none
3427,18,3,different_grid,none
3428,59,41,different_grid,none
3429,17,44,different_grid,none
3430,36,57,different_grid,none
3431,28,53,different_grid,none
3432,27,8,different_grid,none
3433,19,4,different_grid,none
3434,60,5,different_grid,none
3435,11,0,different_grid,none
3436,30,13,different_grid,none
3437,63,47,different_grid,none
3438,29,54,different_grid,none
3439,21,50,different_grid,none
3440,40,63,different_grid,none
3441,53,2,different_grid,none
3442,56,7,different_grid,none
3443,3,1,different_grid,none
3444,22,14,different_grid,none
3445,14,10,different_grid,none
3446,13,51,different_grid,none
3447,24,60,different_grid,none
3448,16,56,different_grid,none
3449,49,4,different_grid,none
3450,15,11,different_grid,none
3451,26,20,different_grid,none
3452,18,16,different_grid,none
3453,59,54,different_grid,none
3454,17,57,different_grid,none
3455,9,53,different_grid,none
3456,41,5,different_grid,none
3457,60,18,different_grid,none
3458,33,1,different_grid,none
3459,52,14,different_grid,none
3460,44,10,different_grid,none
3461,10,17,different_grid,none
3462,2,13,different_grid,none
3463,54,60,different_grid,none
3464,34,2,different_grid,none
3465,12,63,different_grid,none
3466,45,11,different_grid,none
3467,37,7,different_grid,none
3468,56,20,different_grid,none
3469,3,14,different_grid,none
3470,22,27,different_grid,none
3471,14,23,different_grid,none
3472,55,24,different_grid,none
3473,63,1,different_grid,none
3474,29,8,different_grid,none
3475,48,21,different_grid,none
3476,40,17,different_grid,none
3477,6,24,different_grid,none
3478,42,63,different_grid,none
3479,41,18,different_grid,none
3480,33,14,different_grid,none
3481,52,27,different_grid,none
3482,25,10,different_grid,none
3483,44,23,different_grid,none
3484,51,31,different_grid,none
3485,2,26,different_grid,none
3486,59,8,different_grid,none
3487,36,24,different_grid,none
3488,55,37,different_grid,none
3489,28,20,different_grid,none
3490,47,33,different_grid,none
3491,5,36,different_grid,none
3492,63,14,different_grid,none
3493,29,21,different_grid,none
3494,48,34,different_grid,none
3495,21,17,different_grid,none
3496,40,30,different_grid,none
3497,6,37,different_grid,none
3498,32,31,different_grid,none
3499,51,44,different_grid,none
3500,24,27,different_grid,none
3501,43,40,different_grid,none
3502,35,36,different_grid,none
3503,1,43,different_grid,none
3504,59,21,different_grid,none
3505,17,24,different_grid,none
3506,36,37,different_grid,none
3507,9,20,different_grid,none
3508,28,33,different_grid,none
3509,47,46,different_grid,none
3510,5,49,different_grid,none
3511,21,30,different_grid,none
3512,62,31,different_grid,none
3513,54,27,different_grid,none
3514,20,34,different_grid,none
3515,31,43,different_grid,none
3516,23,39,different_grid,none
3517,13,31,different_grid,none
3518,32,44,different_grid,none
3519,24,40,different_grid,none
3520,16,36,different_grid,none
3521,1,56,different_grid,none
3522,17,37,different_grid,none
3523,58,38,different_grid,none
3524,9,33,different_grid,none
3525,50,34,different_grid,none
3526,61,43,different_grid,none
3527,27,50,different_grid,none
3528,19,46,different_grid,none
3529,30,55,different_grid,none
3530,62,44,different_grid,none
3531,54,40,different_grid,none
3532,20,47,different_grid,none
3533,39,60,different_grid,none
3534,12,43,different_grid,none
3535,31,56,different_grid,none
3536,4,39,different_grid,none
3537,23,52,different_grid,none
3538,55,4,different_grid,none
3539,47,0,different_grid,none
3540,13,44,different_grid,none
3541,5,3,different_grid,none
3542,46,41,different_grid,none
3543,16,49,different_grid,none
3544,57,50,different_grid,none
3545,49,46,different_grid,none
3546,15,53,different_grid,none
3547,48,1,different_grid,none
3548,26,62,different_grid,none
3549,6,4,different_grid,none
3550,18,58,different_grid,none
3551,58,51,different_grid,none
3552,50,47,different_grid,none
3553,42,43,different_grid,none
3554,61,56,different_grid,none
3555,8,50,different_grid,none
3556,27,63,different_grid,none
3557,0,46,different_grid,none
3558,19,59,different_grid,none
3559,11,55,different_grid,none
3560,51,11,different_grid,none
3561,43,7,different_grid,none
3562,35,3,different_grid,none
3563,1,10,different_grid,none
3564,12,56,different_grid,none
3565,53,57,different_grid,none
3566,4,52,different_grid,none
3567,45,53,different_grid,none
3568,56,62,different_grid,none
3569,36,4,different_grid,none
3570,28,0,different_grid,none
3571,47,13,different_grid,none
3572,5,16,different_grid,none
3573,46,54,different_grid,none
3574,38,50,different_grid,none
3575,57,63,different_grid,none
3576,7,62,different_grid,none
3577,20,1,different_grid,none
3578,39,14,different_grid,none
3579,31,10,different_grid,none
3580,23,6,different_grid,none
3581,42,56,different_grid,none
3582,8,63,different_grid,none
3583,0,59,different_grid,none
3584,41,60,different_grid,none
3585,32,11,different_grid,none
3586,24,7,different_grid,none
3587,43,20,different_grid,none
3588,16,3,different_grid,none
3589,35,16,different_grid,none
3590,1,23,different_grid,none
3591,34,57,different_grid,none
3592,37,62,different_grid,none
3593,17,4,different_grid,none
3594,58,5,different_grid,none
3595,9,0,different_grid,none
3596,50,1,different_grid,none
3597,61,10,different_grid,none
3598,27,17,different_grid,none
3599,19,13,different_grid,none
3600,38,63,different_grid,none
3601,30,22,different_grid,none
3602,62,11,different_grid,none
3603,54,7,different_grid,none
3604,20,14,different_grid,none
3605,39,27,different_grid,none
3606,12,10,different_grid,none
3607,31,23,different_grid,none
3608,4,6,different_grid,none
3609,23,19,different_grid,none
3610,13,11,different_grid,none
3611,46,8,different_grid,none
3612,57,17,different_grid,none
3613,49,13,different_grid,none
3614,15,20,different_grid,none
3615,26,29,different_grid,none
3616,18,25,different_grid,none
3617,58,18,different_grid,none
3618,50,14,different_grid,none
3619,42,10,different_grid,none
3620,61,23,different_grid,none
3621,8,17,different_grid,none
3622,27,30,different_grid,none
3623,0,13,different_grid,none
3624,19,26,different_grid,none
3625,11,22,different_grid,none
3626,30,35,different_grid,none
3627,12,23,different_grid,none
3628,53,24,different_grid,none
3629,4,19,different_grid,none
3630,45,20,different_grid,none
3631,56,29,different_grid,none
3632,22,36,different_grid,none
3633,46,21,different_grid,none
3634,38,17,different_grid,none
3635,57,30,different_grid,none
3636,49,26,different_grid,none
3637,15,33,different_grid,none
3638,7,29,different_grid,none
3639,26,42,different_grid,none
3640,18,38,different_grid,none
3641,42,23,different_grid,none
3642,8,30,different_grid,none
3643,0,26,different_grid,none
3644,41,27,different_grid,none
3645,60,40,different_grid,none
3646,11,35,different_grid,none
3647,52,36,different_grid,none
3648,44,32,different_grid,none
3649,34,24,different_grid,none
3650,53,37,different_grid,none
3651,45,33,different_grid,none
3652,37,29,different_grid,none
3653,56,42,different_grid,none
3654,3,36,different_grid,none
3655,22,49,different_grid,none
3656,14,45,different_grid,none
3657,38,30,different_grid,none
3658,7,42,different_grid,none
3659,48,43,different_grid,none
3660,40,39,different_grid,none
3661,41,40,different_grid,none
3662,60,53,different_grid,none
3663,33,36,different_grid,none
3664,52,49,different_grid,none
3665,25,32,different_grid,none
3666,44,45,different_grid,none
3667,10,52,different_grid,none
3668,2,48,different_grid,none
3669,34,37,different_grid,none
3670,37,42,different_grid,none
3671,3,49,different_grid,none
3672,36,46,different_grid,none
3673,55,59,different_grid,none
3674,47,55,different_grid,none
3675,30,2,different_grid,none
3676,63,36,different_grid,none
3677,29,43,different_grid,none
3678,21,39,different_grid,none
3679,40,52,different_grid,none
3680,6,59,different_grid,none
3681,22,3,different_grid,none
3682,33,49,different_grid,none
3683,25,45,different_grid,none
3684,32,53,different_grid,none
3685,2,61,different_grid,none
3686,43,62,different_grid,none
3687,15,0,different_grid,none
3688,26,9,different_grid,none
3689,18,5,different_grid,none
3690,59,43,different_grid,none
3691,17,46,different_grid,none
3692,36,59,different_grid,none
3693,9,42,different_grid,none
3694,28,55,different_grid,none
3695,19,6,different_grid,none
3696,60,7,different_grid,none
3697,11,2,different_grid,none
3698,52,3,different_grid,none
3699,63,49,different_grid,none
3700,29,56,different_grid,none
3701,21,52,different_grid,none
3702,62,53,different_grid,none
3703,53,4,different_grid,none
3704,45,0,different_grid,none
3705,56,9,different_grid,none
3706,22,16,different_grid,none
3707,14,12,different_grid,none
3708,13,53,different_grid,none
3709,24,62,different_grid,none
3710,16,58,different_grid,none
3711,15,13,different_grid,none
3712,48,10,different_grid,none
3713,59,56,different_grid,none
3714,17,59,different_grid,none
3715,58,60,different_grid,none
3716,9,55,different_grid,none
3717,41,7,different_grid,none
3718,60,20,different_grid,none
3719,33,3,different_grid,none
3720,52,16,different_grid,none
3721,44,12,different_grid,none
3722,10,19,different_grid,none
3723,2,15,different_grid,none
3724,54,62,different_grid,none
3725,34,4,different_grid,none
3726,45,13,different_grid,none
3727,37,9,different_grid,none
3728,3,16,different_grid,none
3729,14,25,different_grid,none
3730,55,26,different_grid,none
3731,47,22,different_grid,none
3732,63,3,different_grid,none
3733,29,10,different_grid,none
3734,48,23,different_grid,none
3735,21,6,different_grid,none
3736,40,19,different_grid,none
3737,6,26,different_grid,none
3738,41,20,different_grid,none
3739,33,16,different_grid,none
3740,25,12,different_grid,none
3741,44,25,different_grid,none
3742,10,32,different_grid,none
3743,51,33,different_grid,none
3744,2,28,different_grid,none
3745,43,29,different_grid,none
3746,59,10,different_grid,none
3747,17,13,different_grid,none
3748,36,26,different_grid,none
3749,55,39,different_grid,none
3750,28,22,different_grid,none
3751,47,35,different_grid,none
3752,5,38,different_grid,none
3753,63,16,different_grid,none
3754,29,23,different_grid,none
3755,21,19,different_grid,none
3756,40,32,different_grid,none
3757,6,39,different_grid,none
3758,39,36,different_grid,none
3759,13,20,different_grid,none
3760,32,33,different_grid,none
3761,51,46,different_grid,none
3762,24,29,different_grid,none
3763,43,42,different_grid,none
3764,16,25,different_grid,none
3765,35,38,different_grid,none
3766,1,45,different_grid,none
3767,59,23,different_grid,none
3768,17,26,different_grid,none
3769,36,39,different_grid,none
3770,9,22,different_grid,none
3771,28,35,different_grid,none
3772,5,51,different_grid,none
3773,62,33,different_grid,none
3774,54,29,different_grid,none
3775,20,36,different_grid,none
3776,39,49,different_grid,none
3777,12,32,different_grid,none
3778,31,45,different_grid,none
3779,23,41,different_grid,none
3780,13,33,different_grid,none
3781,32,46,different_grid,none
3782,24,42,different_grid,none
3783,16,38,different_grid,none
3784,35,51,different_grid,none
3785,1,58,different_grid,none
3786,58,40,different_grid,none
3787,9,35,different_grid,none
3788,50,36,different_grid,none
3789,42,32,different_grid,none
3790,61,45,different_grid,none
3791,8,39,different_grid,none
3792,27,52,different_grid,none
3793,19,48,different_grid,none
3794,11,44,different_grid,none
3795,30,57,different_grid,none
3796,51,0,different_grid,none
3797,62,46,different_grid,none
3798,54,42,different_grid,none
3799,20,49,different_grid,none
3800,12,45,different_grid,none
3801,31,58,different_grid,none
3802,4,41,different_grid,none
3803,23,54,different_grid,none
3804,55,6,different_grid,none
3805,47,2,different_grid,none
3806,46,43,different_grid,none
3807,38,39,different_grid,none
3808,57,52,different_grid,none
3809,49,48,different_grid,none
3810,15,55,different_grid,none
3811,7,51,different_grid,none
3812,18,60,different_grid,none
3813,39,3,different_grid,none
3814,58,53,different_grid,none
3815,50,49,different_grid,none
3816,61,58,different_grid,none
3817,8,52,different_grid,none
3818,0,48,different_grid,none
3819,19,61,different_grid,none
3820,60,62,different_grid,none
3821,11,57,different_grid,none
3822,32,0,different_grid,none
3823,51,13,different_grid,none
3824,43,9,different_grid,none
3825,35,5,different_grid,none
3826,1,12,different_grid,none
3827,34,46,different_grid,none
3828,53,59,different_grid,none
3829,4,54,different_grid,none
3830,37,51,different_grid,none
3831,3,58,different_grid,none
3832,36,6,different_grid,none
3833,28,2,different_grid,none
3834,5,18,different_grid,none
3835,38,52,different_grid,none
3836,49,61,different_grid,none
3837,62,0,different_grid,none
3838,20,3,different_grid,none
3839,39,16,different_grid,none
3840,31,12,different_grid,none
3841,23,8,different_grid,none
3842,0,61,different_grid,none
3843,41,62,different_grid,none
3844,33,58,different_grid,none
3845,13,0,different_grid,none
3846,32,13,different_grid,none
3847,24,9,different_grid,none
3848,16,5,different_grid,none
3849,35,18,different_grid,none
3850,1,25,different_grid,none
3851,34,59,different_grid,none
3852,58,7,different_grid,none
3853,9,2,different_grid,none
3854,50,3,different_grid,none
3855,61,12,different_grid,none
3856,8,6,different_grid,none
3857,27,19,different_grid,none
3858,19,15,different_grid,none
3859,30,24,different_grid,none
3860,63,58,different_grid,none
3861,62,13,different_grid,none
3862,54,9,different_grid,none
3863,20,16,different_grid,none
3864,31,25,different_grid,none
3865,4,8,different_grid,none
3866,23,21,different_grid,none
3867,46,10,different_grid,none
3868,38,6,different_grid,none
3869,57,19,different_grid,none
3870,49,15,different_grid,none
3871,15,22,different_grid,none
3872,7,18,different_grid,none
3873,26,31,different_grid,none
3874,18,27,different_grid,none
3875,58,20,different_grid,none
3876,50,16,different_grid,none
3877,42,12,different_grid,none
3878,61,25,different_grid,none
3879,8,19,different_grid,none
3880,27,32,different_grid,none
3881,0,15,different_grid,none
